estatus,banco,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30
0,CRUZ,49.36 ,20.90 ,21.49 ,5.31 ,0.07 ,2.47 ,43.25 ,80.63 ,0.64 ,11.14 ,15.34 ,97.99 ,66.36 ,31.63 ,2.01 ,5.88 ,61.22 ,59.93 ,70.85 ,51.46 ,2.88 ,41.04 ,58.96 ,16.50 ,50.07 ,15.63 ,4.97 ,2.82 ,35.51 ,0.52 
0,SANTIAGO,85.31 ,10.67 ,0.00 ,1.39 ,0.63 ,2.50 ,9.09 ,74.62 ,0.87 ,24.24 ,23.72 ,69.72 ,55.19 ,14.52 ,30.28 ,18.13 ,114.32 ,114.11 ,85.31 ,14.28 ,6.17 ,34.29 ,65.71 ,42.70 ,13.99 ,98.65 ,4.46 ,6.15 ,42.45 ,0.43 
0,BDI,26.51 ,53.87 ,12.18 ,1.30 ,2.14 ,4.54 ,61.92 ,85.65 ,0.41 ,11.98 ,11.57 ,87.13 ,81.35 ,5.78 ,12.87 ,5.63 ,30.95 ,30.54 ,38.61 ,76.09 ,2.23 ,48.27 ,51.73 ,11.61 ,74.70 ,19.06 ,11.93 ,2.20 ,(4.85),0.89 
0,PROFESIONAL,64.41 ,28.76 ,2.40 ,1.83 ,0.25 ,1.70 ,30.70 ,87.25 ,1.00 ,8.09 ,10.64 ,93.80 ,74.10 ,19.70 ,6.20 ,4.70 ,73.82 ,73.67 ,66.75 ,35.63 ,2.30 ,57.80 ,42.20 ,8.99 ,34.86 ,41.96 ,11.03 ,2.29 ,28.60 ,2.27 
0,VIMENCA,21.90 ,6.75 ,66.63 ,1.83 ,0.00 ,0.71 ,73.42 ,86.62 ,0.41 ,6.73 ,11.49 ,100.00 ,100.00 ,0.00 ,0.00 ,0.75 ,25.29 ,25.29 ,88.53 ,84.70 ,3.78 ,40.11 ,59.89 ,27.83 ,82.90 ,19.61 ,8.81 ,3.78 ,58.29 ,0.24 
0,RESERVAS,33.11 ,52.12 ,4.51 ,4.02 ,0.72 ,3.33 ,55.77 ,82.71 ,2.47 ,2.43 ,5.95 ,93.59 ,70.32 ,23.26 ,6.41 ,4.84 ,40.03 ,38.48 ,36.13 ,65.82 ,3.78 ,48.96 ,51.04 ,29.77 ,60.22 ,14.17 ,5.44 ,3.63 ,20.80 ,10.26 
0,SCOTIA BANK,63.39 ,29.52 ,0.00 ,4.56 ,0.01 ,1.16 ,28.32 ,81.02 ,3.81 ,5.77 ,11.59 ,91.58 ,82.13 ,9.45 ,8.42 ,4.52 ,78.24 ,76.58 ,63.39 ,35.66 ,5.36 ,49.05 ,50.95 ,33.13 ,33.39 ,38.49 ,7.54 ,5.25 ,100.90 ,5.04 
0,CITIBANK,35.84 ,32.66 ,23.44 ,3.57 ,0.19 ,3.84 ,55.25 ,70.27 ,3.60 ,3.68 ,16.97 ,78.71 ,68.35 ,10.36 ,21.29 ,19.17 ,51.00 ,47.85 ,59.28 ,74.91 ,7.10 ,40.23 ,59.77 ,25.01 ,67.57 ,24.16 ,3.36 ,6.66 ,6.34 ,19.45 
0,POPULAR,38.14 ,44.95 ,6.25 ,3.54 ,1.51 ,6.07 ,50.81 ,85.99 ,0.63 ,7.19 ,8.50 ,95.30 ,76.06 ,19.25 ,4.70 ,3.86 ,44.35 ,43.58 ,42.90 ,58.50 ,5.53 ,35.10 ,64.90 ,38.74 ,55.96 ,19.97 ,5.70 ,5.43 ,11.78 ,2.42 
0,DEL PROGRESO,46.85 ,36.26 ,6.40 ,3.17 ,1.72 ,6.14 ,42.28 ,86.33 ,1.17 ,6.62 ,7.27 ,93.25 ,54.59 ,38.66 ,6.75 ,5.76 ,54.27 ,51.88 ,49.21 ,47.24 ,4.40 ,33.10 ,66.90 ,29.94 ,46.01 ,20.80 ,8.01 ,4.21 ,6.57 ,1.19 
0,B.H.D.,42.93 ,46.17 ,1.77 ,3.26 ,1.60 ,4.22 ,45.20 ,80.21 ,2.04 ,5.12 ,7.88 ,85.73 ,50.62 ,35.11 ,14.27 ,8.86 ,53.52 ,50.63 ,43.45 ,56.55 ,4.17 ,41.01 ,58.99 ,27.30 ,52.04 ,18.78 ,7.05 ,3.95 ,10.22 ,5.47 
0,CRUZ,48.64 ,19.45 ,23.80 ,5.58 ,0.08 ,1.80 ,44.28 ,79.13 ,0.92 ,11.80 ,16.24 ,97.37 ,75.50 ,21.87 ,2.63 ,7.51 ,61.46 ,60.02 ,72.44 ,53.38 ,3.70 ,42.67 ,57.33 ,21.27 ,51.63 ,19.31 ,6.28 ,3.61 ,35.34 ,0.81 
0,SANTIAGO,88.59 ,7.48 ,0.00 ,1.33 ,0.06 ,2.49 ,6.50 ,67.93 ,8.29 ,18.77 ,18.97 ,69.02 ,55.87 ,13.15 ,30.98 ,20.61 ,130.42 ,130.22 ,88.59 ,10.99 ,6.11 ,34.32 ,65.68 ,40.10 ,9.23 ,130.40 ,4.98 ,6.10 ,47.15 ,0.44 
0,BDI,27.11 ,53.68 ,11.35 ,1.33 ,2.10 ,4.82 ,59.76 ,85.85 ,0.43 ,12.07 ,11.47 ,85.13 ,80.08 ,5.05 ,14.87 ,5.60 ,31.58 ,31.23 ,38.37 ,74.91 ,2.55 ,48.65 ,51.35 ,11.70 ,73.45 ,21.87 ,13.74 ,2.52 ,(6.32),0.50 
0,PROFESIONAL,52.04 ,27.90 ,14.38 ,1.89 ,1.59 ,2.78 ,39.84 ,84.84 ,3.11 ,8.26 ,11.01 ,87.14 ,74.61 ,12.53 ,12.86 ,4.52 ,61.35 ,61.24 ,66.33 ,49.76 ,2.74 ,57.81 ,42.19 ,10.74 ,47.51 ,35.24 ,13.21 ,2.73 ,30.26 ,0.79 
0,VIMENCA,16.27 ,6.30 ,72.00 ,1.77 ,0.00 ,0.77 ,78.35 ,85.91 ,0.47 ,6.56 ,11.88 ,100.00 ,100.00 ,0.00 ,0.00 ,0.78 ,18.94 ,18.94 ,88.27 ,91.15 ,4.15 ,41.96 ,58.04 ,26.41 ,88.86 ,21.31 ,10.52 ,4.15 ,67.80 ,0.20 
0,RESERVAS,34.71 ,51.20 ,4.66 ,4.14 ,0.77 ,2.98 ,54.85 ,84.02 ,2.36 ,2.51 ,6.19 ,93.02 ,73.38 ,19.64 ,6.98 ,5.13 ,41.32 ,40.04 ,37.84 ,64.43 ,4.32 ,48.60 ,51.40 ,29.68 ,59.54 ,16.77 ,6.40 ,4.18 ,21.41 ,9.02 
0,SCOTIA BANK ,60.72 ,30.31 ,0.00 ,4.79 ,0.01 ,2.48 ,29.18 ,78.85 ,4.38 ,5.94 ,12.87 ,92.05 ,84.87 ,7.18 ,7.95 ,4.37 ,77.00 ,75.59 ,60.72 ,37.74 ,6.41 ,48.71 ,51.29 ,33.59 ,34.79 ,42.96 ,8.98 ,6.29 ,116.71 ,5.23 
0,CITIBANK,30.13 ,37.32 ,23.96 ,3.84 ,0.21 ,4.03 ,63.33 ,67.30 ,4.73 ,3.96 ,18.90 ,87.69 ,79.78 ,7.91 ,12.31 ,16.87 ,44.76 ,42.22 ,54.09 ,85.90 ,9.11 ,39.64 ,60.36 ,22.54 ,75.57 ,26.80 ,4.28 ,8.60 ,10.23 ,22.43 
0,POPULAR,37.12 ,45.96 ,5.50 ,3.69 ,1.54 ,6.60 ,51.56 ,85.96 ,0.64 ,7.75 ,9.29 ,96.43 ,80.40 ,16.03 ,3.57 ,3.78 ,43.19 ,42.58 ,41.07 ,59.03 ,6.66 ,34.85 ,65.15 ,38.08 ,56.74 ,23.98 ,6.86 ,6.56 ,13.42 ,2.38 
0,DEL PROGRESO,43.71 ,36.71 ,7.45 ,3.41 ,1.97 ,7.64 ,44.25 ,86.06 ,1.19 ,7.09 ,7.84 ,94.37 ,61.02 ,33.35 ,5.63 ,5.85 ,50.78 ,48.84 ,46.88 ,49.36 ,5.44 ,32.65 ,67.35 ,31.66 ,47.92 ,25.28 ,9.71 ,5.24 ,7.19 ,1.08 
0,B.H.D.,44.08 ,42.45 ,1.78 ,3.53 ,2.96 ,6.61 ,43.85 ,80.59 ,2.52 ,5.57 ,8.54 ,90.13 ,60.50 ,29.64 ,9.87 ,9.03 ,54.69 ,52.41 ,44.70 ,52.60 ,5.12 ,40.88 ,59.12 ,26.23 ,48.37 ,24.58 ,8.68 ,4.90 ,9.90 ,7.39 
0,CRUZ,49.14 ,21.20 ,20.83 ,6.16 ,0.08 ,1.61 ,43.29 ,79.31 ,0.47 ,12.53 ,17.38 ,98.19 ,82.16 ,16.03 ,1.81 ,7.30 ,61.97 ,60.80 ,69.98 ,52.00 ,4.47 ,43.36 ,56.64 ,15.43 ,50.87 ,23.82 ,7.59 ,4.39 ,36.46 ,0.87 
0,SANTIAGO,28.93 ,7.83 ,55.67 ,5.65 ,0.09 ,1.79 ,62.92 ,63.45 ,7.76 ,21.51 ,23.20 ,71.21 ,59.92 ,11.29 ,28.79 ,23.09 ,45.60 ,45.51 ,84.60 ,99.88 ,8.22 ,37.86 ,62.14 ,39.36 ,82.68 ,20.70 ,7.36 ,8.21 ,57.00 ,0.50 
0,BDI,27.34 ,58.11 ,6.22 ,1.39 ,2.15 ,5.16 ,59.77 ,84.20 ,0.43 ,12.38 ,12.72 ,87.33 ,80.68 ,6.64 ,12.67 ,5.24 ,32.47 ,32.11 ,33.47 ,75.55 ,3.03 ,48.72 ,51.28 ,12.76 ,73.71 ,25.72 ,16.05 ,3.00 ,1.28 ,0.67 
0,PROFESIONAL,50.68 ,28.61 ,14.79 ,2.00 ,1.67 ,2.86 ,43.33 ,84.18 ,2.76 ,8.80 ,11.82 ,95.27 ,80.48 ,14.79 ,4.73 ,4.53 ,60.20 ,60.12 ,65.36 ,51.48 ,3.30 ,57.57 ,42.43 ,13.20 ,49.21 ,40.72 ,15.63 ,3.29 ,31.40 ,1.23 
0,VIMENCA,18.86 ,6.16 ,69.44 ,1.67 ,0.00 ,0.71 ,75.64 ,86.48 ,0.53 ,6.21 ,11.41 ,99.98 ,99.98 ,0.00 ,0.02 ,0.76 ,21.81 ,21.81 ,88.29 ,87.42 ,4.45 ,42.39 ,57.61 ,25.80 ,85.33 ,23.82 ,11.66 ,4.45 ,70.25 ,0.33 
0,RESERVAS,33.62 ,51.10 ,5.79 ,4.01 ,0.73 ,3.03 ,56.44 ,85.27 ,2.27 ,2.45 ,5.90 ,93.78 ,73.07 ,20.71 ,6.22 ,5.39 ,39.43 ,38.23 ,37.92 ,64.70 ,4.57 ,48.48 ,51.52 ,29.85 ,60.46 ,17.69 ,6.90 ,4.44 ,18.75 ,9.28 
0,SCOTIA BANK,61.28 ,31.62 ,0.00 ,5.08 ,0.02 ,0.85 ,30.94 ,79.92 ,3.61 ,6.34 ,12.92 ,92.30 ,84.99 ,7.31 ,7.70 ,5.67 ,76.68 ,75.21 ,61.28 ,38.81 ,8.35 ,43.19 ,56.81 ,36.22 ,36.31 ,47.64 ,10.41 ,8.19 ,103.61 ,8.05 
0,CITIBANK,29.81 ,30.69 ,30.33 ,4.01 ,0.22 ,4.32 ,62.68 ,67.31 ,5.31 ,4.09 ,20.06 ,83.64 ,73.62 ,10.02 ,16.36 ,20.64 ,44.29 ,41.58 ,60.14 ,85.12 ,10.53 ,39.24 ,60.76 ,24.59 ,76.33 ,30.56 ,4.85 ,9.88 ,13.26 ,22.64 
0,POPULAR,37.29 ,45.85 ,5.48 ,3.72 ,1.50 ,6.48 ,51.12 ,85.64 ,1.17 ,7.67 ,9.37 ,95.83 ,80.19 ,15.64 ,4.17 ,3.73 ,43.54 ,43.00 ,41.21 ,59.20 ,7.50 ,35.39 ,64.61 ,39.77 ,56.64 ,26.34 ,7.54 ,7.41 ,15.56 ,2.46 
0,DEL PROGRESO,42.27 ,36.70 ,7.84 ,4.27 ,1.70 ,7.71 ,44.50 ,85.25 ,1.88 ,7.19 ,7.99 ,94.36 ,58.50 ,35.86 ,5.64 ,5.56 ,49.59 ,47.64 ,45.76 ,50.19 ,6.22 ,32.75 ,67.25 ,31.61 ,48.41 ,28.55 ,10.98 ,5.98 ,7.71 ,0.91 
0,B.H.D.,42.91 ,43.68 ,1.91 ,3.66 ,2.98 ,6.19 ,44.21 ,80.74 ,1.88 ,5.61 ,8.65 ,88.04 ,59.60 ,28.44 ,11.96 ,9.09 ,53.14 ,50.87 ,43.61 ,54.05 ,5.76 ,40.80 ,59.20 ,26.40 ,49.91 ,26.38 ,9.70 ,5.51 ,10.42 ,9.07 
0,CRUZ,44.27 ,20.05 ,27.20 ,5.35 ,0.07 ,1.76 ,48.26 ,81.50 ,0.68 ,10.98 ,15.60 ,97.58 ,80.07 ,17.51 ,2.42 ,7.11 ,54.32 ,53.39 ,71.47 ,56.98 ,4.44 ,43.00 ,57.00 ,17.93 ,55.98 ,20.63 ,7.24 ,4.36 ,39.78 ,1.10 
0,SANTIAGO,27.85 ,8.33 ,55.66 ,5.65 ,0.09 ,2.40 ,63.54 ,64.53 ,6.53 ,21.50 ,23.32 ,74.74 ,57.58 ,17.16 ,25.26 ,20.98 ,43.16 ,43.08 ,83.51 ,98.97 ,9.38 ,39.34 ,60.66 ,39.83 ,83.44 ,23.59 ,8.58 ,9.36 ,57.85 ,0.64 
0,BDI,30.24 ,55.46 ,6.16 ,1.60 ,2.01 ,5.05 ,55.18 ,83.97 ,0.58 ,12.23 ,12.61 ,83.35 ,73.02 ,10.33 ,16.65 ,5.69 ,36.01 ,35.57 ,36.32 ,72.48 ,3.46 ,47.52 ,52.48 ,12.42 ,70.51 ,29.98 ,17.46 ,3.42 ,1.68 ,0.70 
0,PROFESIONAL,49.34 ,29.14 ,15.10 ,2.02 ,1.60 ,3.03 ,43.99 ,84.23 ,2.49 ,8.95 ,12.07 ,94.63 ,79.32 ,15.31 ,5.37 ,4.56 ,58.58 ,58.49 ,64.34 ,52.44 ,3.75 ,56.96 ,43.04 ,13.09 ,50.31 ,44.28 ,17.32 ,3.74 ,31.86 ,0.84 
0,VIMENCA,19.68 ,6.30 ,67.42 ,1.50 ,0.00 ,0.79 ,73.76 ,86.51 ,0.47 ,5.63 ,10.76 ,100.00 ,100.00 ,0.00 ,0.00 ,0.67 ,22.75 ,22.75 ,87.11 ,85.22 ,4.54 ,42.66 ,57.34 ,25.32 ,82.61 ,25.26 ,12.33 ,4.54 ,77.07 ,0.03 
0,RESERVAS,33.12 ,52.20 ,5.43 ,4.09 ,0.74 ,3.01 ,56.55 ,86.07 ,2.09 ,2.49 ,5.97 ,92.52 ,75.37 ,17.15 ,7.48 ,5.51 ,38.48 ,37.42 ,37.04 ,65.13 ,5.09 ,48.75 ,51.25 ,29.90 ,61.30 ,19.72 ,7.76 ,4.95 ,18.16 ,8.22 
0,SCOTIA BANK,58.32 ,33.61 ,0.00 ,5.41 ,0.03 ,0.87 ,32.88 ,79.28 ,3.95 ,6.62 ,13.49 ,92.41 ,86.26 ,6.15 ,7.59 ,5.53 ,73.56 ,72.26 ,58.32 ,41.64 ,9.50 ,43.08 ,56.92 ,36.53 ,38.85 ,50.79 ,11.84 ,9.33 ,103.74 ,11.15 
0,CITIBANK,29.16 ,32.30 ,28.25 ,4.31 ,0.22 ,4.88 ,59.73 ,65.98 ,5.30 ,4.23 ,22.30 ,78.51 ,69.41 ,9.10 ,21.49 ,19.46 ,44.19 ,41.69 ,57.40 ,86.56 ,11.99 ,40.20 ,59.80 ,23.50 ,77.92 ,34.71 ,5.60 ,11.31 ,18.49 ,24.47 
0,POPULAR,37.44 ,48.11 ,3.15 ,3.75 ,1.47 ,6.40 ,50.57 ,86.10 ,0.78 ,7.74 ,9.55 ,95.06 ,82.12 ,12.94 ,4.94 ,3.56 ,43.49 ,43.00 ,38.97 ,58.86 ,8.08 ,33.81 ,66.19 ,39.39 ,56.67 ,29.05 ,8.35 ,7.99 ,16.78 ,3.12 
0,DEL PROGRESO,42.32 ,35.12 ,7.83 ,4.42 ,1.70 ,9.12 ,42.81 ,85.86 ,1.42 ,7.42 ,8.28 ,93.75 ,61.38 ,32.37 ,6.25 ,5.89 ,49.29 ,47.51 ,45.69 ,48.21 ,7.02 ,33.11 ,66.89 ,31.66 ,46.82 ,33.65 ,12.32 ,6.77 ,8.23 ,0.68 
0,B.H.D.,42.24 ,44.27 ,1.80 ,3.74 ,3.17 ,6.67 ,44.57 ,80.87 ,2.50 ,5.79 ,8.99 ,87.92 ,59.78 ,28.14 ,12.08 ,9.02 ,52.23 ,50.37 ,42.91 ,54.93 ,6.66 ,40.06 ,59.94 ,26.62 ,50.61 ,29.82 ,11.19 ,6.43 ,11.17 ,8.93 
0,CRUZ,53.68 ,19.96 ,18.63 ,4.91 ,0.07 ,1.20 ,39.31 ,79.79 ,0.50 ,10.02 ,15.31 ,96.15 ,82.72 ,13.43 ,3.85 ,7.18 ,67.28 ,66.31 ,72.31 ,47.68 ,4.66 ,42.52 ,57.48 ,16.12 ,45.58 ,25.58 ,7.53 ,4.59 ,50.26 ,0.78 
0,SANTIAGO,51.25 ,6.27 ,36.32 ,4.27 ,0.35 ,1.78 ,42.59 ,70.31 ,3.01 ,14.03 ,16.54 ,97.26 ,81.46 ,15.81 ,2.74 ,2.65 ,72.89 ,72.81 ,87.58 ,60.51 ,7.05 ,37.86 ,62.14 ,42.65 ,51.03 ,26.28 ,6.05 ,7.04 ,71.59 ,0.41 
0,BDI,28.07 ,50.47 ,13.80 ,1.60 ,2.02 ,4.65 ,52.36 ,84.48 ,0.74 ,12.27 ,12.51 ,71.63 ,65.10 ,6.53 ,28.37 ,6.27 ,33.23 ,32.80 ,41.78 ,75.10 ,3.84 ,46.81 ,53.19 ,13.05 ,73.46 ,31.19 ,19.01 ,3.79 ,0.51 ,14.13 
0,PROFESIONAL,46.05 ,30.26 ,16.81 ,2.14 ,1.70 ,3.10 ,40.76 ,84.18 ,2.08 ,9.54 ,12.68 ,75.51 ,65.56 ,9.95 ,24.49 ,4.61 ,54.70 ,54.63 ,62.75 ,55.83 ,4.33 ,57.43 ,42.57 ,13.79 ,53.90 ,47.78 ,20.10 ,4.33 ,29.99 ,1.32 
0,VIMENCA,20.83 ,11.12 ,58.33 ,2.27 ,0.00 ,1.28 ,69.52 ,81.77 ,0.95 ,8.23 ,15.98 ,100.00 ,100.00 ,0.00 ,0.00 ,0.56 ,25.48 ,25.48 ,79.17 ,84.94 ,7.83 ,43.18 ,56.82 ,25.68 ,82.67 ,42.56 ,20.78 ,7.83 ,79.85 ,0.12 
0,RESERVAS,29.32 ,55.87 ,5.59 ,4.09 ,1.44 ,3.63 ,60.90 ,85.67 ,2.13 ,2.49 ,6.47 ,93.98 ,71.15 ,22.83 ,6.02 ,5.07 ,34.22 ,33.27 ,33.21 ,69.75 ,5.77 ,48.44 ,51.56 ,31.44 ,65.71 ,20.55 ,8.61 ,5.61 ,28.01 ,11.41 
0,SCOTIA BANK,56.54 ,35.94 ,0.00 ,5.34 ,0.02 ,0.99 ,35.78 ,78.61 ,4.80 ,6.57 ,13.07 ,92.94 ,86.54 ,6.40 ,7.06 ,6.64 ,71.92 ,70.55 ,56.54 ,44.85 ,10.66 ,43.67 ,56.33 ,37.29 ,41.35 ,50.60 ,12.72 ,10.46 ,98.91 ,15.85 
0,CITIBANK,35.02 ,30.51 ,22.30 ,4.31 ,0.22 ,6.55 ,58.47 ,67.63 ,5.63 ,4.26 ,18.74 ,94.96 ,85.24 ,9.72 ,5.04 ,19.89 ,51.79 ,48.23 ,57.33 ,72.73 ,14.42 ,35.63 ,64.37 ,27.80 ,64.99 ,43.30 ,5.82 ,13.43 ,26.86 ,23.84 
0,POPULAR,40.80 ,46.07 ,3.77 ,4.48 ,1.35 ,3.94 ,50.97 ,86.37 ,1.17 ,7.42 ,9.87 ,96.57 ,82.81 ,13.75 ,3.43 ,5.74 ,47.24 ,46.75 ,43.01 ,57.10 ,9.01 ,35.61 ,64.39 ,40.98 ,55.29 ,31.29 ,8.75 ,8.92 ,24.44 ,1.84 
0,DEL PROGRESO,43.01 ,32.85 ,8.35 ,6.01 ,1.83 ,8.68 ,44.52 ,86.95 ,0.80 ,6.17 ,7.27 ,94.24 ,59.33 ,34.91 ,5.76 ,14.41 ,49.47 ,47.56 ,46.98 ,45.56 ,8.05 ,31.94 ,68.06 ,31.97 ,44.43 ,40.96 ,13.17 ,7.74 ,12.96 ,0.75 
0,B.H.D.,44.26 ,42.19 ,2.10 ,5.32 ,3.00 ,5.19 ,45.22 ,81.93 ,1.49 ,5.49 ,9.50 ,91.51 ,57.17 ,34.34 ,8.49 ,10.46 ,54.02 ,52.20 ,45.15 ,52.23 ,6.94 ,39.48 ,60.52 ,26.80 ,48.94 ,32.27 ,11.57 ,6.71 ,11.19 ,7.42 
0,CRUZ,41.11 ,28.18 ,21.78 ,5.45 ,0.07 ,1.35 ,51.47 ,79.69 ,0.50 ,10.87 ,18.05 ,98.64 ,69.29 ,29.35 ,1.36 ,6.37 ,51.59 ,50.74 ,62.89 ,61.66 ,5.73 ,42.41 ,57.59 ,18.49 ,60.97 ,23.73 ,9.00 ,5.64 ,63.62 ,0.85 
0,SANTIAGO,80.40 ,11.07 ,0.00 ,7.20 ,0.41 ,1.18 ,11.09 ,71.44 ,3.07 ,16.21 ,19.55 ,98.32 ,87.12 ,11.19 ,1.68 ,1.90 ,112.54 ,112.39 ,80.40 ,15.47 ,10.73 ,34.68 ,65.32 ,47.25 ,13.76 ,131.38 ,7.89 ,10.72 ,75.56 ,0.00 
0,BDI,26.27 ,49.48 ,15.78 ,3.90 ,1.83 ,3.24 ,61.52 ,84.30 ,0.69 ,11.98 ,13.23 ,84.51 ,74.75 ,9.77 ,15.49 ,8.56 ,31.16 ,30.79 ,41.97 ,76.48 ,4.32 ,46.55 ,53.45 ,12.96 ,75.21 ,32.79 ,20.11 ,4.27 ,2.58 ,16.00 
0,PROFESIONAL,43.37 ,33.39 ,16.53 ,2.35 ,1.99 ,2.82 ,41.46 ,84.20 ,1.29 ,10.53 ,13.68 ,70.97 ,59.73 ,11.24 ,29.03 ,4.95 ,51.50 ,51.50 ,59.78 ,59.28 ,5.59 ,53.08 ,46.92 ,14.48 ,57.83 ,53.06 ,23.77 ,5.59 ,27.04 ,2.13 
0,VIMENCA,18.97 ,12.42 ,57.10 ,2.60 ,0.00 ,1.43 ,69.63 ,81.32 ,0.86 ,9.09 ,16.93 ,100.00 ,100.00 ,0.00 ,0.00 ,0.83 ,23.33 ,23.33 ,76.07 ,85.50 ,9.03 ,43.35 ,56.65 ,26.34 ,83.69 ,47.00 ,23.01 ,9.03 ,85.28 ,0.18 
